epoch,accuracy,loss,val_accuracy,val_loss
0,0.35767704248428345,1.7327309846878052,0.36979004740715027,2.1060521602630615
1,0.41925787925720215,1.616645336151123,0.27013474702835083,2.070047378540039
2,0.4603356420993805,1.5390567779541016,0.36979004740715027,1.9912350177764893
3,0.49450746178627014,1.4632129669189453,0.36979004740715027,1.9232956171035767
4,0.5226678848266602,1.3922902345657349,0.36979004740715027,1.8298823833465576
5,0.543850839138031,1.333998680114746,0.36979004740715027,1.7934828996658325
6,0.5573049187660217,1.2853305339813232,0.36979004740715027,1.7753510475158691
7,0.5749812126159668,1.2438044548034668,0.36979004740715027,1.7423386573791504
8,0.5855011343955994,1.1978813409805298,0.36979004740715027,1.7484192848205566
9,0.5997065901756287,1.1601195335388184,0.36979004740715027,1.7513670921325684
10,0.6097971200942993,1.1346606016159058,0.36979004740715027,1.67708158493042
11,0.6189215183258057,1.1058260202407837,0.372297078371048,1.6966100931167603
12,0.6299781799316406,1.0776387453079224,0.3710435628890991,1.7170594930648804
13,0.636454701423645,1.0638165473937988,0.39548730850219727,1.7193154096603394
14,0.6429312825202942,1.0426485538482666,0.46255093812942505,1.560393214225769
15,0.6453644633293152,1.0251429080963135,0.43403321504592896,1.5141854286193848
16,0.6527355313301086,1.0055736303329468,0.4688185453414917,1.3806122541427612
17,0.6549897789955139,0.9962177276611328,0.5405828952789307,1.2989808320999146
18,0.6578881740570068,0.9894580841064453,0.5252271890640259,1.3349313735961914
19,0.6676924228668213,0.9643846154212952,0.589156985282898,1.1199522018432617
20,0.6674777269363403,0.9616148471832275,0.6709495186805725,0.9474544525146484
21,0.6774251461029053,0.9401207566261292,0.6819179058074951,0.9514560103416443
22,0.6783554553985596,0.9317333102226257,0.6938263773918152,0.9188576936721802
23,0.6779260635375977,0.9278647303581238,0.6471325755119324,1.0516163110733032
24,0.6810033321380615,0.9173421859741211,0.7286117076873779,0.7976401448249817
25,0.6879450678825378,0.9018868803977966,0.6900658011436462,0.8564836382865906
26,0.6929545402526855,0.8912968635559082,0.7279849648475647,0.806879460811615
27,0.695244550704956,0.8822014331817627,0.7026010751724243,0.827656626701355
28,0.6989659070968628,0.8687037825584412,0.7201504111289978,0.780113697052002
29,0.7027945518493652,0.8615583777427673,0.7373864054679871,0.7549532651901245
30,0.7008981108665466,0.8572370409965515,0.6844249367713928,0.86126309633255
31,0.7027945518493652,0.8562397956848145,0.7261046767234802,0.7726042866706848
32,0.70497727394104,0.8417220711708069,0.7458477020263672,0.7794551253318787
33,0.7091995477676392,0.8338835835456848,0.6515198945999146,1.021726131439209
34,0.7090206742286682,0.8311173915863037,0.7709181904792786,0.6879474520683289
35,0.7134218215942383,0.8230913877487183,0.760890007019043,0.6832513809204102
36,0.7143163681030273,0.8135819435119629,0.7536822557449341,0.7119181752204895
37,0.7149962186813354,0.8102402091026306,0.744907557964325,0.7443099617958069
38,0.7168568968772888,0.8085670471191406,0.7207772135734558,0.8032010197639465
39,0.7215801477432251,0.7964183688163757,0.7402068376541138,0.747602105140686
40,0.7248720526695251,0.7880628108978271,0.725164532661438,0.7888712286949158
41,0.7248005270957947,0.7880448698997498,0.7455343008041382,0.7074323296546936
42,0.7252299189567566,0.7871106863021851,0.7539955973625183,0.7356634140014648
43,0.7271978855133057,0.7843226194381714,0.7085553407669067,0.823662281036377
44,0.7281997799873352,0.7727611064910889,0.7558758854866028,0.6965879797935486
45,0.7285934090614319,0.7711873054504395,0.7774991989135742,0.6370599865913391
46,0.7307045459747314,0.7651247382164001,0.7662174701690674,0.691173255443573
47,0.7304540872573853,0.7681871056556702,0.7800062894821167,0.6720951795578003
48,0.7361434102058411,0.7583499550819397,0.7762457132339478,0.6408640742301941
49,0.7343900799751282,0.7579540014266968,0.7922281622886658,0.6077466607093811
