epoch,accuracy,loss,val_accuracy,val_loss
0,0.4211153984069824,0.4922473430633545,0.10905671864748001,0.6996287107467651
1,0.4644883871078491,0.4175209105014801,0.10905671864748001,0.6310946941375732
2,0.5031987428665161,0.3901948034763336,0.10905671864748001,0.5964361429214478
3,0.5281382203102112,0.3690797686576843,0.10905671864748001,0.5555108785629272
4,0.5620052814483643,0.3478192985057831,0.10905671864748001,0.5229254364967346
5,0.5813423991203308,0.3327684700489044,0.10905671864748001,0.49731355905532837
6,0.6038240790367126,0.31810900568962097,0.10905671864748001,0.47374987602233887
7,0.6286189556121826,0.30395737290382385,0.10905671864748001,0.4602707624435425
8,0.6386669874191284,0.29469072818756104,0.10905671864748001,0.4664262533187866
9,0.6573896408081055,0.28155356645584106,0.36979004740715027,0.45120206475257874
10,0.6666787266731262,0.2729070782661438,0.36979004740715027,0.4333469271659851
11,0.6675823330879211,0.27208590507507324,0.36979004740715027,0.40045371651649475
12,0.6847146153450012,0.26119136810302734,0.36979004740715027,0.43322351574897766
13,0.6954855918884277,0.25498002767562866,0.3679097592830658,0.3751339018344879
14,0.6942928433418274,0.2504935562610626,0.36979004740715027,0.4137099087238312
15,0.6932446360588074,0.24988430738449097,0.3701034188270569,0.36146244406700134
16,0.7033288478851318,0.24319730699062347,0.4086493253707886,0.31145191192626953
17,0.7073047161102295,0.23917657136917114,0.3857724964618683,0.34561991691589355
18,0.7203888893127441,0.23354481160640717,0.4713256061077118,0.28951165080070496
19,0.7161600589752197,0.2336793690919876,0.5446568727493286,0.2516118586063385
20,0.7224130034446716,0.22991998493671417,0.5850830674171448,0.23875309526920319
21,0.7215455174446106,0.22828704118728638,0.6161078214645386,0.24318772554397583
22,0.7219792604446411,0.2266310602426529,0.6512064933776855,0.24006156623363495
23,0.7310152649879456,0.21986955404281616,0.6806643605232239,0.20692655444145203
24,0.7326779365539551,0.2196609079837799,0.7179567813873291,0.1886722594499588
25,0.7286659479141235,0.2196820229291916,0.6559072136878967,0.24502946436405182
26,0.7380995154380798,0.21440595388412476,0.689125657081604,0.20439399778842926
27,0.7413524985313416,0.21208912134170532,0.6837981939315796,0.2207891047000885
28,0.7367983460426331,0.21354180574417114,0.7226575016975403,0.18669813871383667
29,0.7441356182098389,0.20920319855213165,0.7120025157928467,0.18010826408863068
30,0.743376612663269,0.20877984166145325,0.6722030639648438,0.22345976531505585
31,0.7466657161712646,0.20810168981552124,0.7402068376541138,0.18188010156154633
32,0.7429066896438599,0.2088002860546112,0.7000940442085266,0.19313356280326843
33,0.7537137866020203,0.20342372357845306,0.7430272698402405,0.1701609492301941
34,0.753388524055481,0.2038690447807312,0.7489815354347229,0.17517977952957153
35,0.7542198300361633,0.20223835110664368,0.7596364617347717,0.17224062979221344
36,0.763725757598877,0.1965964138507843,0.6433719992637634,0.2627439796924591
37,0.7586655616760254,0.20122398436069489,0.7188969254493713,0.1977466344833374
38,0.7448223233222961,0.2058827131986618,0.7367596626281738,0.1879797726869583
39,0.7668702602386475,0.19430987536907196,0.7261046767234802,0.18467333912849426
40,0.7577619552612305,0.19862738251686096,0.760576605796814,0.1627301126718521
41,0.7671955823898315,0.19238141179084778,0.7098088264465332,0.18296580016613007
42,0.7607619166374207,0.1945335865020752,0.7326856851577759,0.17579865455627441
43,0.7550511360168457,0.19810262322425842,0.7593231201171875,0.16719593107700348
44,0.761412501335144,0.1950708031654358,0.7395800948143005,0.18162624537944794
45,0.761773943901062,0.19373412430286407,0.7850203514099121,0.15496858954429626
46,0.7666895389556885,0.1900232881307602,0.7749921679496765,0.14783313870429993
47,0.768713653087616,0.18943418562412262,0.7486681342124939,0.16792099177837372
48,0.7742798328399658,0.18627607822418213,0.7680977582931519,0.16104744374752045
49,0.7577619552612305,0.19660606980323792,0.7292385101318359,0.19858406484127045
50,0.7714967131614685,0.18691971898078918,0.617361307144165,0.30223074555397034
51,0.7488704919815063,0.20007389783859253,0.7602632641792297,0.16014543175697327
52,0.7634727358818054,0.19012144207954407,0.7740520238876343,0.15714706480503082
53,0.771243691444397,0.18717408180236816,0.7596364617347717,0.16415806114673615
54,0.7744244337081909,0.18364779651165009,0.7308053970336914,0.1810123771429062
55,0.7727979421615601,0.18285265564918518,0.7261046767234802,0.18672315776348114
56,0.776593029499054,0.18339812755584717,0.7781260013580322,0.16275744140148163
57,0.772472620010376,0.18220461905002594,0.7687245607376099,0.15803325176239014
58,0.7804965972900391,0.17856666445732117,0.7806330323219299,0.14929237961769104
59,0.7732678055763245,0.18305930495262146,0.6897523999214172,0.19545967876911163
60,0.7730509042739868,0.1846267133951187,0.6859918236732483,0.2136988639831543
61,0.7742075324058533,0.18354195356369019,0.7467878460884094,0.1738753318786621
62,0.775689423084259,0.18182295560836792,0.7944217920303345,0.14925260841846466
63,0.7810749411582947,0.178296759724617,0.7934816479682922,0.1510840207338333
64,0.7821230888366699,0.17553383111953735,0.7922281622886658,0.14889870584011078
65,0.7796652913093567,0.17660485208034515,0.7872140407562256,0.1491577923297882
